0.094189861,-0.013416713
-0.317785348,-0.013135227
0.437358072,-0.002046191
-0.223067233,-0.006503159
-0.548818367,-0.030206723
0.05513509,-0.029980736
0.449273085,-0.042417096
0.001012569,-0.009568319
0.599031697,0.0160543
-0.364816667,0.027553266
0.662358646,0.047401452
-0.09789562,0.071377547
0.086110264,0.065962448
-0.006966508,0.077042207
-0.797194999,0.043278716
-0.919234097,-0.063888146
-0.638756216,-0.097992754
0.407961965,-0.136191471
0.232986584,-0.104772799
0.638050883,-0.044947459
1.007390536,0.006609004
0.315791305,0.084711212
0.672658449,0.146258263
-0.14266789,0.173032712
0.434631756,0.129962154
-1.618797398,0.145323606
-1.40538858,-0.028834075
-0.955732502,-0.160861011
0.104295803,-0.185122183
-0.862466033,-0.221326795
1.319973652,-0.215997305
-0.30848272,-0.165951977
0.929466828,-0.113567606
0.595220992,-0.062418301
0.568786706,0.015340218
1.219775319,0.084630885
-0.066102541,0.158782327
0.708120541,0.20072753
-0.423506299,0.169938649
-0.511255706,0.181502672
